entity_name,location,inspection_date,good_practices,non_compliances,action_taken,score_obtained,score_total,score_percent,finding_severity,notice_issued,source_handle,post_url,post_date,media_urls,raw_text
Angaara Restaurant,Miyapur,30-09-2024,,"FSSAI license copy not displayed at prominent place | ⁠Kitchen premises found to be highly unhygienic. Flooring found patchy and uneven with broken tiles and Water stagnation | Cobwebs observed inside kitchen premises | Live Cockroach infestation observed | Pan spitting observed near wood log storage area | Food articles stored inside refrigerator were found covered but not labelled. Refrigerator found in unhygienic condition | ⁠Dustbins found open without proper lids | ⁠Kitchen premises found to outside environment without insect proof screens | Water stagnation and spillage observed near drains | Synthetic food colours suspected of being used in non veg food items were found and discarded | Medical fitness certificates, Pest control records and Water analysis records were not available",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1841343874519670935,2024-10-02,https://pbs.twimg.com/media/GY3EfVIacAA7FOF?format=jpg&name=900x900 | https://pbs.twimg.com/media/GY3EfXraUAA0g_T?format=jpg&name=900x900 | https://pbs.twimg.com/media/GY3EfXzbMAAE_NO?format=jpg&name=large | https://pbs.twimg.com/media/GY3EfZibkAA2oZF?format=jpg&name=900x900,"𝗔𝗻𝗴𝗮𝗮𝗿𝗮 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁, 𝗠𝗶𝘆𝗮𝗽𝘂𝗿
30.09.2024

* FSSAI license copy not displayed at prominent place.

* ⁠Kitchen premises found to be highly unhygienic. Flooring found patchy and uneven with broken tiles and Water stagnation.

* Cobwebs observed inside kitchen premises.

* Live Cockroach infestation observed.

* Pan spitting observed near wood log storage area.

* Food articles stored inside refrigerator were found covered but not labelled. Refrigerator found in unhygienic condition.

* ⁠Dustbins found open without proper lids.

* ⁠Kitchen premises found to outside environment without insect proof screens.

* Water stagnation and spillage observed near drains.

* Synthetic food colours suspected of being used in non veg food items were found and discarded.

* Medical fitness certificates, Pest control records and Water analysis records were not available.


@fssaiindia
 

@MoHFW_Telangana"
The Joint Al Mandi,Sainikpuri,30-08-2024,,"FSSAI license true copy not displayed at the premises | Medical fitness certificates for food handlers were not available | Windows and doors were not close fitted with insect proof screens | Flooring found patchy and tiled found broken in the kitchen | Food articles in the refrigerator were covered but not labelled | Food handlers found without gloves | Expired food articles of Rice flour, Masala powder and Synthetic Vinegar were found and discarded | Synthetic food colours found and suspected of using in non veg food articles. Hence discarded",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1829567897565532504,2024-08-30,https://pbs.twimg.com/media/GWPuTRLXUAwJqtR?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPuTWcXEAA_O2K?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPuTbDbMAAvo1N?format=jpg&name=large | https://pbs.twimg.com/media/GWPuTl6bQAArSEm?format=jpg&name=900x900,"𝗧𝗵𝗲 𝗝𝗼𝗶𝗻𝘁 𝗔𝗹 𝗠𝗮𝗻𝗱𝗶, 𝗦𝗮𝗶𝗻𝗶𝗸𝗽𝘂𝗿𝗶
30.08.2024

* FSSAI license true copy not displayed at the premises.

* Medical fitness certificates for food handlers were not available.

* Windows and doors were not close fitted with insect proof screens.

* Flooring found patchy and tiled found broken in the kitchen.

* Food articles in the refrigerator were covered but not labelled.

* Food handlers found without gloves.

* Expired food articles of Rice flour, Masala powder and Synthetic Vinegar were found and discarded.

* Synthetic food colours found and suspected of using in non veg food articles. Hence discarded.


@fssaiindia
 

@MoHFW_Telangana"
Reliance Restaurant and Bar,Sainikpuri,30-08-2024,,Pest control records and Medical fitness certificates were not available | Drains found to be open and stagnated | Dust bins found open without any lids | Windows found open and not close fitted with insect proof screens | Stored food items inside refrigerator were not covered and not labelled | Synthetic food colours found inside kitchen and suspected of being used in non veg items were discarded | Food handlers were not wearing hair caps and aprons,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1829567555587187155,2024-08-30,https://pbs.twimg.com/media/GWPt_aLbIAA7rkb?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPt_jDboAAGm5b?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPt_mqbEAAJ5_P?format=jpg&name=large | https://pbs.twimg.com/media/GWPt_vcbkAALaqu?format=jpg&name=large,"𝗥𝗲𝗹𝗶𝗮𝗻𝗰𝗲 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝗮𝗻𝗱 𝗕𝗮𝗿, 𝗦𝗮𝗶𝗻𝗶𝗸𝗽𝘂𝗿𝗶 
30.08.2024

* Pest control records and Medical fitness certificates were not available.

* Drains found to be open and stagnated.

* Dust bins found open without any lids.

* Windows found open and not close fitted with insect proof screens.

* Stored food items inside refrigerator were not covered and not labelled.

* Synthetic food colours found inside kitchen and suspected of being used in non veg items were discarded.

* Food handlers were not wearing hair caps and aprons.


@fssaiindia
 

@MoHFW_Telangana"
Rasa Foods,Sainikpuri,30-08-2024,,Water analysis report not available for RO water used for food preparation | Windows and doors were not close fitted with insect proof screens | Some of the food articles stored inside refrigerators were covered but not labelled | Dust bins were found open without proper lids | Store room found to be clumsy and unhygienic | Food and non food items were stored together | Expired peeled baby corn (4pkts) found and hence discarded,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1829567438805237915,2024-08-30,https://pbs.twimg.com/media/GWPt4xJaUAAy_ms?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPt4xKaEAAXM3W?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPt42tXIAAbKDB?format=jpg&name=900x900 | https://pbs.twimg.com/media/GWPt41sXUBYNmVe?format=jpg&name=900x900,"Task force team has conducted inspections in Sainikpuri area on 30.08.2024. 

𝗥𝗮𝘀𝗮 𝗙𝗼𝗼𝗱𝘀, 𝗦𝗮𝗶𝗻𝗶𝗸𝗽𝘂𝗿𝗶 

* Water analysis report not available for RO water used for food preparation.

* Windows and doors were not close fitted with insect proof screens.

* Some of the food articles stored inside refrigerators were covered but not labelled.

* Dust bins were found open without proper lids.

* Store room found to be clumsy and unhygienic.

* Food and non food items were stored together.

* Expired peeled baby corn (4pkts) found and hence discarded.


@fssaiindia
 

@MoHFW_Telangana"
Anitha Dairy Products,Pasumamula Village,30-05-2024,,"FSSAI licence not displayed at the factory | Floor is stagnated with water at manufacturing area and bad smell observed | Masala butter milk packets are being manufacturing at plant without having license for the said food category. Hence, raw material - 'Tadka paste 09122-01' - 12 cartons seized | Labeling defects - Marketer address was mentioned but manufacturer address details not mentioned on the pack. Instead, QR code was printed on the packets | Reagents and chemicals which were being used in the laboratory were found to be expired and hence discarded | The Microbiologist working in the lab was found to be not qualified | Some food handlers working in the manufacturing unit found not wearing gloves | There is no transportation license available for the factory. The transportation license was not declared in the central license",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1796503725038882904,2024-05-31,https://pbs.twimg.com/media/GO52nbQW4AA7K5u?format=jpg&name=small | https://pbs.twimg.com/media/GO52nbQXoAAI1_s?format=jpg&name=small | https://pbs.twimg.com/media/GO52ndeWcAAm7h1?format=jpg&name=small | https://pbs.twimg.com/media/GO52nd_XkAAnyed?format=jpg&name=small,"Task force team has conducted inspections in Dairy Manufacturing Units in Pasumamula Village area in Rangareddy District on 30.05.2024. 

𝗔𝗻𝗶𝘁𝗵𝗮 𝗗𝗮𝗶𝗿𝘆 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀

* FSSAI licence not displayed at the factory. 
* Floor is stagnated with water at manufacturing area and bad smell observed.
* Masala butter milk packets are being manufacturing at plant without having license for the said food category. Hence, raw material - ‘Tadka paste 09122-01’ - 12 cartons seized.
* Labeling defects - Marketer address was mentioned but manufacturer address details not mentioned on the pack. Instead, QR code was printed on the packets .
* Reagents and chemicals which were being used in the laboratory were found to be expired and hence discarded.
* The Microbiologist working in the lab was found to be not qualified. 
* Some food handlers working in the manufacturing unit found not wearing gloves. 
* There is no transportation license available for the factory. The transportation license was not declared in the central license.


@fssaiindia
 

@MoHFW_Telangana"
All Rich Dairy Private Limited,,30-05-2024,,"Rust observed on the transportation trolleys | Water stagnation observed on the floor, bad smell observed at the manufacturing area. Insects proof screens were not found | Food handlers were found without wearing gloves, head gear and aprons | FSSAI License not displayed in the premises | The license is not as per FSSAI guidelines i.e. Name of the Manufacturer and Marketer address | Medical Fitness certificates of food handlers were not available | There is no FOSTAC trainee available at the factory | Unlabelled Ghee (263kg) seized at FBO premises | Transport license not available for the vehicles",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1796508635939676360,2024-05-31,https://pbs.twimg.com/media/GO57FRdWsAEFWMY?format=jpg&name=small | https://pbs.twimg.com/media/GO57FToWoAAdEKI?format=jpg&name=small | https://pbs.twimg.com/media/GO57FToW0AEgT86?format=jpg&name=small | https://pbs.twimg.com/media/GO57FRpXYAA2n1h?format=jpg&name=small,"𝗔𝗹𝗹 𝗥𝗶𝗰𝗵 𝗗𝗮𝗶𝗿𝘆 𝗣𝗿𝗶𝘃𝗮𝘁𝗲 𝗟𝗶𝗺𝗶𝘁𝗲𝗱
Pasumamula Village, Rangareddy District 
30.05.2024

* Rust observed on the transportation trolleys. 
* Water stagnation observed on the floor, bad smell observed at the manufacturing area. Insects proof screens were not found.
* Food handlers were found without wearing gloves, head gear and aprons. 
* FSSAI License not displayed in the premises.
* The license is not as per FSSAI guidelines i.e. Name of the Manufacturer and Marketer address.
* Medical Fitness certificates of food handlers were not available. 
* There is no FOSTAC trainee available at the factory. 
* Unlabelled Ghee (263kg) seized at FBO premises.
* Transport license not available for the vehicles.


@fssaiindia
 

@MoHFW_Telangana"
Zomato Hyperpure Private Limited,"IDA, Kukatpally",29-10-2024,FBO found to be operating with State License and the license is displayed at the premises | Medical Fitness certificates for food handlers and Pest control records for the premises were available with the FBO,"Button Mushrooms (18kg) were found with future date of packing i.e., 30.10.2024 at the said premises | Premises found open directly to the outside environment without proper insect proof screen | Houseflies were observed inside the premises | Few of the food handlers were found without haircaps and aprons",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1851295840960385442,2024-10-29,https://pbs.twimg.com/media/GbEfv9XbQAEIHVo?format=jpg&name=900x900 | https://pbs.twimg.com/media/GbEfv9XbQAIPzRP?format=jpg&name=900x900 | https://pbs.twimg.com/media/GbEfv_-bQAY0MQn?format=jpg&name=large | https://pbs.twimg.com/media/GbEfv9VbQAEmUJQ?format=jpg&name=large,"Task force team has conducted inspections at the below mentioned warehouse on 29.10.2024. 

𝗭𝗼𝗺𝗮𝘁𝗼 𝗛𝘆𝗽𝗲𝗿𝗽𝘂𝗿𝗲 𝗣𝗿𝗶𝘃𝗮𝘁𝗲 𝗟𝗶𝗺𝗶𝘁𝗲𝗱, 𝗜𝗗𝗔, 𝗞𝘂𝗸𝗮𝘁𝗽𝗮𝗹𝗹𝘆

* Button Mushrooms (18kg) were found with future date of packing i.e., 30.10.2024 at the said premises.

* FBO found to be operating with State License and the license is displayed at the premises.

* Premises found open directly to the outside environment without proper  insect proof screen.

* Houseflies were observed inside the premises.

* Few of the food handlers were found without haircaps and aprons.

* Medical Fitness certificates for food handlers and Pest control records for the premises were available with the FBO.


@fssaiindia
 

@MoHFW_Telangana"
Sri Lakshmi Grand Udupi Hotel,"Beside BBR Hospital, Balanagar",29-06-2024,,"FBO was found operating without valid license | Carrots were found rotten & damaged and hence discarded on the spot | Packed paratha (ready to cook) without any label on it | Cobwebs were found above grinding area and premises found untidy | Few food handlers were found without wearing headgear, gloves and aprons | Insect proof screen not available to avoid entry of pests. The doors of the kitchen were not close fitted | Medical fitness certificates for food handlers and pest control records not available",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1807401736232944128,2024-06-30,https://pbs.twimg.com/media/GRUuSGxb0AAxZDj?format=jpg&name=small | https://pbs.twimg.com/ext_tw_video_thumb/1807401714057879552/pu/img/tZzjsW7qRj7_M5Lj.jpg | https://pbs.twimg.com/media/GRUuSPnaMAEnO5F?format=jpg&name=large,"𝗦𝗿𝗶 𝗟𝗮𝗸𝘀𝗵𝗺𝗶 𝗚𝗿𝗮𝗻𝗱 𝗨𝗱𝘂𝗽𝗶 𝗛𝗼𝘁𝗲𝗹, 𝗕𝗲𝘀𝗶𝗱𝗲 𝗕𝗕𝗥 𝗛𝗼𝘀𝗽𝗶𝘁𝗮𝗹, 𝗕𝗮𝗹𝗮𝗻𝗮𝗴𝗮𝗿
29.06.2024

* FBO was found operating without valid license. 

* Carrots were found rotten & damaged and hence discarded on the spot.

* Packed paratha (ready to cook) without any label on it.

* Cobwebs were found above grinding area and premises found untidy.

* Few food handlers were found without wearing headgear, gloves and aprons.

* Insect proof screen not available to avoid entry of pests. The doors of the kitchen were not close fitted.

* Medical fitness certificates for food handlers and pest control records not available.


@fssaiindia
 

@MoHFW_Telangana"
Shree Raghavendra Bhavan,"Alluri Trade Centre, Kukatpally",29-06-2024,,"The FBO was found operating with expired license (Dec'2023) | Packed Papad (2pkts) were found expired on 11.05.2024 and hence discarded on the spot | Maharaja Brand Chopra (10kg) was found without manufacturing date/use by date and hence seized the stock | Few of the food handlers were found without wearing headgear, gloves and aprons | Insect proof screen not available to avoid entry of pests. Kitchen premises found unhygienic | Kitchen area found with water stagnation and unhygienic conditions | Medical fitness certificates for food handlers and pest control records for premises not available | Improper storage of food articles inside refrigerator (no labels and not covered)",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1807401595459506471,2024-06-30,https://pbs.twimg.com/media/GRUuK9SaoAAdRYR?format=jpg&name=900x900 | https://pbs.twimg.com/media/GRUuLAdbQAA8_X1?format=jpg&name=900x900 | https://pbs.twimg.com/media/GRUuLEAbYAA7KOO?format=jpg&name=small,"Task force team has conducted inspections in Kukatpally area on 29.06.2024. 

𝗦𝗵𝗿𝗲𝗲 𝗥𝗮𝗴𝗵𝗮𝘃𝗲𝗻𝗱𝗿𝗮 𝗕𝗵𝗮𝘃𝗮𝗻, 𝗔𝗹𝗹𝘂𝗿𝗶 𝗧𝗿𝗮𝗱𝗲 𝗖𝗲𝗻𝘁𝗿𝗲, 𝗞𝘂𝗸𝗮𝘁𝗽𝗮𝗹𝗹𝘆

* The FBO was found operating with expired license (Dec'2023).  

* Packed Papad (2pkts) were found expired on 11.05.2024 and hence discarded on the spot. 

* Maharaja Brand Chopra (10kg) was found without manufacturing date/use by date and hence seized the stock.

* Few of the food handlers were found without wearing headgear, gloves and aprons.

* Insect proof screen not available to avoid entry of pests. Kitchen premises found unhygienic.

* Kitchen area found with water stagnation and unhygienic conditions. 

* Medical fitness certificates for food handlers and pest control records for premises not available.

* Improper storage of food articles inside refrigerator (no labels and not covered).


@fssaiindia
 

@MoHFW_Telangana"
Jampanas Vaarahi Hotel,Kukatpally Y Junction,29-06-2024,,"FBO was found operating with registration certificate even though his turnover comes under the license category | Frozen chicken found not stored according to the temperature mentioned on it's label | Food handlers were found without wearing headgear, gloves and aprons | Proper insect proof screen not available to avoid entry of pests. Doors of the kitchen were not close fitted | The 2nd kitchen was found open to the outside environment without any covering sideways to avoid entry of dust or flies | Medical fitness certificates for food handlers and pest control records for premises not available",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1807402063451537558,2024-06-30,https://pbs.twimg.com/media/GRUumLmaQAAAthx?format=jpg&name=900x900 | https://pbs.twimg.com/media/GRUumNrbsAApDnx?format=jpg&name=900x900 | https://pbs.twimg.com/media/GRUumRRbwAAGict?format=jpg&name=900x900,"𝗝𝗮𝗺𝗽𝗮𝗻𝗮𝘀 𝗩𝗮𝗮𝗿𝗮𝗵𝗶 𝗛𝗼𝘁𝗲𝗹, 𝗞𝘂𝗸𝗮𝘁𝗽𝗮𝗹𝗹𝘆 𝗬 𝗝𝘂𝗻𝗰𝘁𝗶𝗼𝗻
29.06.2024

* FBO was found operating with registration certificate even though his turnover comes under the license category.

* Frozen chicken found not stored according to the temperature mentioned on it's label.

* Food handlers were found without wearing headgear, gloves and aprons.

* Proper insect proof screen not available to avoid entry of pests. Doors of the kitchen were not close fitted.

* The 2nd kitchen was found open to the outside environment without any covering sideways to avoid entry of dust or flies.

* Medical fitness certificates for food handlers and pest control records for premises not available.


@fssaiindia
 

@MoHFW_Telangana"
Nimrah Cafe and Bakery,Charminar,29-05-2024,The Baking Equipment and its surrounding areas including floor was found in Tidy and Hygienic Manner,"The FSSAI License true copy was not displayed at any prominent location of the premises | Few of the food handlers found without wearing any haircaps, gloves and aprons | The premises at which the baking and aeration of baked products is done, is found to be open to external environment without proper insect proof screen and doors not close fitted to avoid entry of pests or flies | Food articles like Fresh Cream and pastry stored inside refrigerator without any label | Medical Fitness Certificates for food handlers and pest control records for the premises not found with the FBO",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1796153115160539525,2024-05-30,https://pbs.twimg.com/media/GO03vL8XcAAItRr?format=jpg&name=small | https://pbs.twimg.com/media/GO03vPMWAAAX0Vu?format=jpg&name=900x900 | https://pbs.twimg.com/media/GO03vSTWUAAhteG?format=jpg&name=small | https://pbs.twimg.com/media/GO03vScWsAEpcny?format=jpg&name=small,"𝗡𝗶𝗺𝗿𝗮𝗵 𝗖𝗮𝗳𝗲 𝗮𝗻𝗱 𝗕𝗮𝗸𝗲𝗿𝘆, 𝗖𝗵𝗮𝗿𝗺𝗶𝗻𝗮𝗿
29.05.2024

* The FSSAI License true copy was not displayed at any prominent location of the premises.

* Few of the food handlers found without wearing any haircaps, gloves and aprons.

* The premises at which the baking and aeration of baked products is done, is found to be open to external environment without proper insect proof screen and doors not close fitted to avoid entry of pests or flies.

* Food articles like Fresh Cream and pastry stored inside refrigerator without any label.

* Medical Fitness Certificates for food handlers and pest control records for the premises not found with the FBO. 

* The Baking Equipment and its surrounding areas including floor was found in Tidy and Hygienic Manner.


@fssaiindia"
Hotel Shadab,Charminar,29-05-2024,FBO found to be carrying out Pest Control Measures every fortnight and records available,"Improperly labelled Eagle Brand Cutting Coconuts (Packed), Dried Rose Petal (Packed), Cardamom, Jeera was found and seized. (No packed date, batch no. details) | Some of the semi-prepared and raw food articles which are stored inside refrigerator found without proper labelling and proper covering | FSSAI license true copy was not displayed at any prominent location of the premises | The kitchen area present at the ground floor found open to outside environment without proper insect proof screen and doors not close fitted to avoid entry of pests or flies and some dustbins found open without lids | Flaking plaster from ceiling, dust and cobwebs observed over gas pipeline in ground floor kitchen area | Medical Fitness Certificates for food handlers not found",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1796152017523732496,2024-05-30,https://pbs.twimg.com/media/GO02vXPXQAMdvOk?format=jpg&name=small | https://pbs.twimg.com/media/GO02vXPWwAA26NT?format=jpg&name=small | https://pbs.twimg.com/media/GO02vXNXkAAuOCY?format=jpg&name=small | https://pbs.twimg.com/media/GO02vXdW0AAkjm4?format=jpg&name=small,"Task force team has conducted inspections in Old City area on 29.05.2024.

𝗛𝗼𝘁𝗲𝗹 𝗦𝗵𝗮𝗱𝗮𝗯, 𝗖𝗵𝗮𝗿𝗺𝗶𝗻𝗮𝗿

* Improperly labelled Eagle Brand Cutting Coconuts (Packed), Dried Rose Petal (Packed), Cardamom, Jeera was found and seized. (No packed date, batch no. details)

* Some of the semi-prepared and raw food articles which are stored inside refrigerator found without proper labelling and proper covering.

* FSSAI license true copy was not displayed at any prominent location of the premises. 

* The kitchen area present at the ground floor found open to outside environment without proper insect proof screen and doors not close fitted to avoid entry of pests or flies and some dustbins found open without lids. 

* Flaking plaster from ceiling, dust and cobwebs observed over gas pipeline in ground floor kitchen area.

* Medical Fitness Certificates for food handlers not found.

* FBO found to be carrying out Pest Control Measures every fortnight and records available.


@fssaiindia"
Arabiana Restaurant,Charminar,29-05-2024,,"The FSSAI License true copy was not displayed at any prominent location of the premises | Food handlers found without wearing any haircaps, gloves and aprons | The kitchen premises found open to external environment without proper insect proof screen and doors not close fitted to avoid entry of pests or flies and some Dustbins found open without lids | Stagnant water, untidy and greasy exhaust fans, flaking plaster observed near cooking area | Refrigerator found in very unhygienic condition and with food articles not covered and labelled properly | Medical Fitness Certificates for Food handlers and Pest control records for the premises not found with the FBO",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1796152564398064070,2024-05-30,https://pbs.twimg.com/media/GO03M_aWMAA7y75?format=jpg&name=900x900 | https://pbs.twimg.com/ext_tw_video_thumb/1796152533552959491/pu/img/bMdgGNedv-6xi4Xz.jpg | https://pbs.twimg.com/media/GO03OBmWYAA1cMv?format=jpg&name=900x900 | https://pbs.twimg.com/media/GO03N1tXYAAT3kj?format=jpg&name=900x900,"𝗔𝗿𝗮𝗯𝗶𝗮𝗻𝗮 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁, 𝗖𝗵𝗮𝗿𝗺𝗶𝗻𝗮𝗿
29.05.2024

* The FSSAI License true copy was not displayed at any prominent location of the premises.

* Food handlers found without wearing any haircaps, gloves and aprons.

* The kitchen premises found open to external environment without proper insect proof screen and doors not close fitted to avoid entry of pests or flies and some Dustbins found open without lids.

* Stagnant water, untidy and greasy exhaust fans, flaking plaster observed near cooking area.

* Refrigerator found in very unhygienic condition and with food articles not covered and labelled properly. 

* Medical Fitness Certificates for Food handlers and Pest control records for the premises not found with the FBO.


@fssaiindia"
